#BLTrackFile test
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-9.19712 19.082 0.301632 0 0 0 0.144665 13 188 1 0 1 
6.15003 -36.8764 0.319639 0 0 0 0.142114 13 189 1 0 1 
14.5638 -7.78335 0.337412 0 0 0 0.136057 13 190 1 0 1 
22.8665 -6.19687 0.319596 0 0 0 0.139314 13 191 1 0 1 
-10.1147 -7.98126 0.302951 0 0 0 0.143434 13 192 1 0 1 
2.42781 1.37044 0.298792 0 0 0 0.144062 13 193 1 0 1 
15.1787 -8.75727 0.338002 0 0 0 0.136842 13 194 1 0 1 
-3.11953 -10.996 0.328518 0 0 0 0.137982 13 195 1 0 1 
21.0315 21.4391 0.325535 0 0 0 0.139899 13 196 1 0 1 
9.46593 20.6261 0.354662 0 0 0 0.134415 13 197 1 0 1 
2.14739 12.969 0.304479 0 0 0 0.142419 13 198 1 0 1 
3.28961 -22.0741 0.307949 0 0 0 0.141794 13 199 1 0 1 
12.7406 -10.4428 0.352435 0 0 0 0.13248 13 200 1 0 1 
15.5431 -4.74504 0.338034 0 0 0 0.137324 13 201 1 0 1 
-0.382009 6.51873 0.35714 0 0 0 0.133915 13 202 1 0 1 
-27.7647 -1.86109 0.313417 0 0 0 0.143407 13 203 1 0 1 
17.6694 -37.2564 0.353952 0 0 0 0.132532 13 204 1 0 1 
4.56373 -20.9122 0.328951 0 0 0 0.140094 13 205 1 0 1 
7.88541 -0.426831 0.307333 0 0 0 0.141704 13 206 1 0 1 
-15.7095 -0.357353 0.354163 0 0 0 0.132906 13 207 1 0 1 
22.0069 -0.797166 0.315034 0 0 0 0.140653 13 208 1 0 1 
-22.3595 1.58983 0.335452 0 0 0 0.137725 13 209 1 0 1 
14.5982 -3.79226 0.327044 0 0 0 0.139124 13 210 1 0 1 
27.1058 20.0975 0.337201 0 0 0 0.1385 13 211 1 0 1 
0.773114 0.458638 0.338677 0 0 0 0.137358 13 212 1 0 1 
-1.50475 -12.3167 0.308465 0 0 0 0.142177 13 213 1 0 1 
-17.8887 18.7524 0.313445 0 0 0 0.144125 13 214 1 0 1 
14.1297 1.97614 0.317913 0 0 0 0.138276 13 215 1 0 1 
-14.1515 2.24356 0.35768 0 0 0 0.134593 13 216 1 0 1 
16.504 -3.66023 0.312115 0 0 0 0.142282 13 217 1 0 1 
2.80185 -4.77409 0.36584 0 0 0 0.132645 13 218 1 0 1 
-11.1097 -12.9769 0.318087 0 0 0 0.140581 13 219 1 0 1 
-1.49146 -19.907 0.319799 0 0 0 0.1406 13 220 1 0 1 
